제목,내용
"동대문을 글로벌로…브랜디, 日<b>패션</b> 플랫폼 &apos;파트라&apos;와 맞손","

동대문 K패션 판로 확대일본 Z세대와 접점 늘려



(왼쪽 세번째)서정민 브랜디 대표, (왼쪽 네번째)켄타 카이호코 파트라대표와 관계자들이 기념 촬영을 하는 모습(브랜디 제공).(서울=뉴스1) 배지윤 기자 = 브랜디는 동대문 K패션의 글로벌 시장 판로 확대를 위해 일본 패션 플랫폼 스타트업 파트라(PATRA)와 전략적 제휴를 체결했다고 5일 밝혔다.이번 협약으로 브랜디는 파트라와 동대문 패션 상품 공급, 풀필먼트 및 일본 현지 마케팅 등 전방위적 협력에 나설 계획이다. 파트라의 현지 시장에 최적화된 비즈니스 역량으로 K패션의 해외 판로 확대를 가속화 할 것으로 기대된다. 파트라는 일본 현지에서 패션쇼핑앱을 운영하는 커머스 스타트업으로 브랜디와 업무협약을 체결해 동대문 K패션 상품을 대폭 강화한다. 도쿄대에서 컴퓨터 과학을 전공한 켄타 카이호코 대표가 일본 패션 이커머스 시장에 대한 비전을 실현하고자 기술기반 패션 플랫폼 파트라를 2018년 출시 했다. 파트라는 한국 동대문 상품을 일본 인플루언서를 통해 일본 Z세대 여성 고객에게 판매하고 있으며 200만명 팔로워를 보유하고 있는 대표적인 패션앱으로 성장하고 있다.브랜디 관계자는 ""동대문 K패션의 글로벌 시장 가능성에 대해 브랜디와 파트라는 큰 성장 비전을 공감하고 있다""며 ""파트라와의 적극적인 사업제휴를 통해 일본 현지 고객들에게 K패션을 소개하고 동대문 패션의 일본 시장 판로를 확대하겠다""고 말했다.
		
"
나비 디자인으로 유명한 <b>일본 패션</b> 디자이너 모리 하나에 별세,"





(도쿄 교도=연합뉴스) 나비를 모티브로 한 디자인으로 세계에 널리 알려진 일본 패션 디자이너 모리 하나에 씨가 지난 11일 노환으로 별세했다. 사진은 모리 하나에 씨. 2022.8.18.[재판매 및 DB 금지]sungjinpark@yna.co.kr

"
"네이버 <b>패션</b> 플랫폼 빈티지시티, &apos;IDEA 디자인 어워드 2022&apos; 수상","

지난해 일본 '굿디자인 어워드' 이어 두 번째 수상네이버 일본 패션 전문 플랫폼 빈티지시티가 북미 디자인 공모전인 ‘IDEA 디자인 어워드 2022’에서 디지털 인터랙션 부문 본상을 수상했다고 7일 밝혔다. 빈티지시티는 오프라인 쇼핑 경험을 온라인으로 확장해 사용자에게 제공했다는 점에서 우수성을 받았다.재작년 출시한 빈티지시티는 일본 각 도시 다양한 오프라인 빈티지 스토어와 상품을 모아 소개하는 플랫폼이다. 전문 판매자는 물론, 개인간거래(C2C)도 지원하는 동시에 이용자가 패션에 관한 정보를 얻을 수 있도록 커뮤니티 기능을 제공한다.출시 1년8개월 만에 내려받기수 100만을 기록했다. 현재 일본 전 지역에 위치한 500개 이상 스토어가 빈티지시티에 입점했다. 각 지역 판매자와 구매자가 실시간으로 소통할 수 있도록 채팅기능과 필터, 검색 기술을 도입해 취향에 맞는 스토어와 상품을 쉽게 찾을 수 있는 인터페이스를 제공한다.



(사진=네이버)패션 콘텐츠 생산, 정보 교류를 활성화하는 커뮤니티 기능도 선보이고 있다. 빈티지시티는 지난해  일본 '굿디자인 어워드(Good Design Award)'에서도 애플리케이션 부문 본상을 수상한 바 있다.빈티지시티를 담당하는 네이버 서명원 리더는 “세계 최초로 빈티지 숍을 중심으로 한 커뮤니티 커머스 플랫폼이 바로 빈티지시티”라며 “사용자 친화적인 디자인을 살려 일본을 시작으로 전 세계의 다양한 빈티지 스토어를 모아 제공하는 플랫폼으로 도약할 계획”이라고 말했다.

"
"네이버, 日 빈티지 <b>패션</b> 전문 &apos;빈티지시티&apos;, IDEA 디자인 어워드 수상","

디지털 인터랙션 부문 본상 수상네이버 일본 빈티지 패션 전문 플랫폼 '빈티지시티(Vintage.City)'가 'IDEA 디자인 어워드 2022'에서 디지털 인터랙션 부문 본상(Finalist)을 수상했다.



네이버 일본 빈티지 패션 전문 플랫폼 '빈티지시티(Vintage.City)'가 'IDEA 디자인 어워드 2022'에서 디지털 인터랙션 부문 본상(Finalist)을 수상했다. [사진=네이버]IDEA 디자인 어워드는 미국 산업 디자이너 협회(IDSA)가 주관하는 디자인 공모전이다. 네이버 측은 이번 수상과 관련해 ""빈티지시티는 오프라인 스토어 쇼핑 경험을 온라인으로 확장해 이용자에게 새로운 경험을 제공했다는 점에서 우수성을 인정받았다""고 설명했다.2020년 12월 출시된 '빈티지시티'는 일본 각 도시의 다양한 오프라인 빈티지 스토어와 상품을 모아서 소개하는 빈티지 전문 플랫폼이다.전문 판매자를 비롯해 개인 간 거래(C2C)를 지원하고 이용자가 패션에 관한 정보를 얻을 수 있도록 커뮤니티 기능도 제공한다. 출시 1년 8개월 만에 다운로드 100만회를 기록했으며 일본 전 지역에 위치한 500개 이상의 스토어가 '빈티지시티'에 입점해 있다.'빈티지시티'는 오프라인 빈티지 숍의 개성을 그대로 살릴 수 있도록 판매자에게 온라인 스토어 관리 및 편리한 상품 등록 도구 모음(툴)을 제공한다. 각 지역 판매자와 구매자가 실시간으로 소통할 수 있도록 채팅 기능도 제공한다.이밖에도 세분화된 필터 및 검색 기술을 도입해 이용자 취향에 맞는 스토어와 상품을 찾을 수 있는 인터페이스를 제공한다. '스마트에디터ONE' 툴을 적용해 다양한 패션 콘텐츠 생산 및 정보 교류를 활성화하는 커뮤니티 기능을 제공하고 있다.빈티지시티를 담당하는 서명원 네이버 리더는 ""이용자 친화적인 디자인을 살려 일본을 시작으로 전 세계 다양한 빈티지 스토어를 모아 제공하는 플랫폼으로 도약할 것""이라고 전했다.

"
"[게시판] 브랜디, 동대문 <b>패션</b>상품 日시장 진출 추진","





브랜디-파트라 업무협약[브랜디 제공. 재판매 및 DB 금지]▲ 브랜디는 일본의 패션 플랫폼 스타트업 '파트라'(PATRA)와 전략적 제휴를 맺고 동대문 패션의 판로 확대를 추진한다고 5일 밝혔다. 파트라는 일본 현지에서 패션 쇼핑 애플리케이션을 운영하고 있다. 브랜디는 이번 협약을 통해 동대문 패션 상품을 일본 시장에 진출 시킬 계획이다. (서울=연합뉴스)

"
"네이버, 북미 <b>패션</b> C2C 플랫폼 ‘포쉬마크’ 인수","

2조3441억원…네이버 최대 M&A  미국판 당근마켓… 사용자 8000만명



네이버가 인수한 북미 C2C 플랫폼 ‘포쉬마크’. 네이버 제공네이버가 북미 지역의 ‘패션 C2C(개인간 거래) 플랫폼’인 포쉬마크를 전격적으로 인수한다. 네이버 창사 이래 최대이자 한국 인터넷 기업의 인수·합병(M&A) 가운데 가장 큰 규모다. 네이버는 MZ세대를 중심으로 급성장하고 있는 C2C 시장에서 한국과 미국 유럽 등을 잇는 ‘글로벌 네트워크’를 구축해 차세대 글로벌 커머스 시장을 선점한다는 계획이다.네이버는 4일 포쉬마크 주식 9127만2609주를 2조3441억원에 사들인다고 공시했다. 인수가격은 주당 17.9달러다. 주식 취득 뒤 네이버의 지분율은 100%가 된다. 2011년 설립된 포쉬마크는 커뮤니티 서비스를 결합한 미국의 대표적 C2C 플랫폼이다. 지역을 기반으로 한다는 점에서 한국의 ‘당근마켓’과 유사하다. 포쉬마크는 사용자 8000만명 이상을 확보하고 있다. 특히 패션 분야에서 두각을 드러내는 것으로 알려졌다.네이버는 크림(한국), 빈티지시티(일본), 베스티에르 콜렉티브(유럽) 등과 같이 패션에 특화한 버티컬 플랫폼에 꾸준히 투자하고 있다. 포쉬마크 인수로 한국 일본 유럽 미국을 아우르는 패션 버티컬 플랫폼 네트워크를 형성할 수 있게 됐다.최수연 네이버 대표는 “우리가 직접 사업 거점을 확보할 수 있고, 최신 기술 트렌드나 인적 네트워크를 활용할 수 있는 가장 최적의 분야, 가장 빠르게 발전하고 있는 분야가 C2C 그리고 특히 패션 커머스라고 판단했다”고 인수 배경을 설명했다. 이어 “포쉬마크는 사용자 가운데 80%가 북미 지역의 MZ세대인 글로벌 C2C 패션 중고거래 1위 사업자다. 미국 온라인 중고시장 역시 굉장히 빠르게 성장을 하고 있다”면서 “커머스와 커뮤니티 소셜 기능이 결합한 가장 독보적인 사업 모델을 보유하고 있다는 게 장점으로 다가왔다”고 덧붙였다.포쉬마크 인수는 최 대표의 ‘글로벌 3.0’ 비전을 구체화하는 사례라는 평가를 받는다.네이버는 모바일 메신저 ‘라인’의 일본 진출을 ‘글로벌 1.0’, 북미 왓패드 인수와 유럽 인공지능(AI) 연구소 설립 등을 ‘글로벌 2.0’으로 규정한다. 이를 기반으로 새로운 글로벌 비즈니스 생태계를 만드는 걸 ‘글로벌 3.0’으로 설정했다. 네이버 창업자인 이해진 글로벌투자책임자(GIO)는 포쉬마크 인수에 조언을 한 것으로 전해진다.
		
"
"플리츠마마, <b>일본</b> 팝업 성료… &quot;지속가능 <b>패션</b> 알린다&quot;","





플리츠마마가 일본 도쿄에서 팝업 행사를 마쳤다. 사진은 플리츠마마 재팬 팝업 숍 토크 쇼 현장./사진제공=플리츠마마 친환경 패션 브랜드 플리츠마마가 일본 도쿄에서 첫 해외 팝업을 마쳤다.플리츠마마는 6월21부터 7월3일까지 일본 도쿄에서 '플리츠마마 재팬 팝업 숍'을 진행했다고 5일 밝혔다.이번 팝업은 플리츠마마의 첫 해외 팝업으로 일본 현지에 진출한 플리츠마마를 알리고 글로벌 유통 활로를 넓히고자 기획됐다. 일본 현지 소비자, 업계 관계자 및 바이어를 대상으로 브랜드를 소개했다.이번 행사는 일본 도쿄도 미나토구 소재 이토추 SDGs 스튜디오 내 에시컬 컨비니에서 진행됐다. 이곳은 일본 최대 종합 상사 중 하나인 이토추 상사가 운영하는 지속가능 제품 전용 편집숍이다. 현지 소비자를 비롯해 미쓰코시·이세탄을 포함한 일본 내 유력 바이어, 바니즈 뉴욕 헤드 디렉터와 WWD 편집장 등 패션업계 관계자 약 150여명이 플리츠마마 팝업 현장을 찾았다.팝업 오픈 첫날에는 '지속가능한 패션'을 주제로 개막 기념 토크 쇼가 열렸다. 플리츠마마는 자원 순환을 통해 지속가능한 패션을 실천한다는 브랜드 철학을 설명하고 주요 아이템을 소개했다. 일본 환경성 앰배서더이자 브랜드의 디자이너로 활동하는 마리에 파스칼이 스페셜 게스트로 참석해 패션업계 관계자 및 취재진과 패션계의 미래에 대해 의견을 나눴다.왕종미 플리츠마마 대표는 ""전 세계적으로 지속가능한 패션이 화두인 만큼 심미성이 뛰어나면서도 친환경적인 플리츠마마에 글로벌 소비자의 관심이 집중되고 있다""며 ""이번 팝업을 시작으로 일본 내 다수 백화점, 편집숍으로 유통 채널을 다각화하고 국내외 고객 접점을 확대해 나갈 계획""이라고 말했다.

"
&quot;중국 피해 <b>일본</b>으로 눈 돌렸다&quot;…日 진출하는 K-<b>패션</b>기업,"





국내 패션기업이 일본에 속속 진출하고 있다. 중국 MZ세대의 애국소비로 한국 브랜드에 대한 호감도가 낮아지자 일본으로 방향을 틀었다. 국내 패션기업 플리츠마마는 지난달 21일부터 3일까지 일본 도쿄에서 ‘플리츠마마 재팬 팝업 숍’을 열었다고 5일 밝혔다. 플리츠마마는 페트(PET)에서 뽑아낸 재활용 원사를 이용해 가방과 옷을 만드는 패션기업이다. 일본 팝업스토어에 소비자와 업계 관계자 및 바이어를 초청해 브랜드를 소개했다. 플리츠마마의 첫 해외 팝업 스토어로 일본 현지에 진출한 플리츠마마를 알리고 글로벌 유통 활로를 넓히기 위해 기획됐다. 플리츠마마의 일본 첫 팝업 행사는 일본 도쿄 미나토구 소재 이토추 SDGs 스튜디오(ITOCHU SDGs STUDIO) 안에 있는 에시컬 컨비니(ETHICAL CONVENI)에서 2주 동안 진행됐다. 에시컬 컨비니는 일본 최대 종합 상사 중 하나인 이토추 상사가 운영하는 편집숍으로 지속가능한 소재를 사용한 상품을 판매하는 것으로 알려져 있다. 현지 소비자를 비롯해 미쓰코시·이세탄을 포함한 일본 내 유력 바이어 등 패션업계 관계자 약 150여 명이 플리츠마마 팝업 현장을 찾았다. 플리츠마마는 팝업 공간에서 시그니처 아이템인 숄더백을 비롯해 올해 신상품으로 출시한 보우백과 여름 컬렉션 등을 선보였다. 일본 소비자들은 여름철 의상에 어울리면서도 휴대성이 우수한 나노백과 파우치 등에 관심을 보였다. 국내 패션 기업은 최근 일본으로 속속 진출하고 있다. 스트리트 패션기업 널디를 비롯해 레깅스 브랜드 젝시믹스 등 200여개 브랜드가 일본에 진출해 있다. 패션업계 관계자는 “한국 패션 스타일에 대한 호감도가 높아 온오프라인을 막론하고 일본에 진출하는 브랜드가 늘고 있다”고 말했다. 왕종미 플리츠마마 대표는 “이번 팝업을 시작으로 일본 내 다수 백화점, 편집숍으로 유통 채널을 다각화하고 국내외 고객 접점을 확대해 나갈 계획”이라고 말했다. 배정철 기자 bjc@hankyung.com

"
중기·MZ창업자 힘 싣는 尹대통령…수출 지원스타트업 육성 ‘가속’ [용산실...,"

2년 연속 용산 대통령실서 ‘중소기업인 대회’‘대한민국 1호 영업사원’ 尹대통령 의지 반영옆자리엔 MZ창업자…기업총수들은 나눠앉아 수출증진·스타트업 ‘투트랙’…외교도 경제 강조



윤석열 대통령이 23일 서울 용산 대통령실 잔디마당에서 열린 '2023 대한민국 중소기업인대회'에서 격려사를 마친 뒤 주먹을 쥐고 응원하고 있다. [연합][헤럴드경제=정윤희 기자] “제가 요새 다자회의에 나가면 참여하는 모든 국가가 우리하고 양자회담을 하려고 손을 내밀고 해외에서 대우를 잘 받는데, 저는 그게 다 여러분 덕이라고 생각한다.”숨 가쁜 외교 일정을 마무리한 윤석열 대통령이 경제 위기 극복에 본격 드라이브를 걸었다. 특히, 민간 경제 활력 제고를 위한 중소기업 지원, 스타트업 육성에 가장 먼저 초점을 맞췄다.윤 대통령은 주요 7개국(G7) 정상회의 계기 외교 일정이 마무리된 직후인 지난 23일 저녁 용산 대통령실 잔디마당에서 ‘중소기업인대회’를 열고 중소·벤처 기업인들과 ‘치맥 회동’을 했다. 지난해 취임 직후 같은 장소에서 ‘중소기업인대회’를 연데 이어 2년 연속이다. ‘대한민국 1호 영업사원’을 자처해온 윤 대통령의 의지가 반영된 것으로 전해졌다.윤 대통령은 “우리가 경쟁력 있는 산업 시스템을 갖추고 첨단 분야에 우위를 점하고 있기 때문에 한국 대통령이 해외를 나가면 대접을 받고 서로 만나려고 일정을 잡는 것이지 우리 기업의 경쟁력이 떨어지고 힘이 없으면 해외에 나가도 아무도 쳐다보지 않는다”며 “여러분께 늘 감사드리고 있다”고 거듭 강조했다.그러면서 “대외 의존도가 세계 최고 수준인 우리 경제의 살길은 수출과 투자 유치에 달려 있다”며 “우리 기업들이 두려워할 이유도 없고, 불안해할 이유도 없다. 세계시장이 내 시장이라는 자신감을 가지고 용기를 내어 과감히 뛰어들어 달라”고 당부했다.



윤석열 대통령이 23일 서울 용산 대통령실 잔디마당에서 열린 '2023 대한민국 중소기업인대회'에서 참석자들과 ""'함'께 '성'장하는 대한민국""(함성 대한민국 선포식) 퍼포먼스를 하고 있다. [연합]윤 대통령은 또, 대기업과 중소기업의 상생, ‘원팀’을 강조하며 “정부도 시장이 공정하고 효율적으로 작동되도록 최선을 다해 돕겠다”고 덧붙였다.김기문 중소기업중앙회 회장이 “지난주에 현 정부의 중소기업 정책에 대한 만족도 조사를 해보니 잘 하고 있다는 답변이 77％가 넘었고, 특히 경제외교의 만족도가 85％까지 올랐다”고 언급하자, 윤 대통령은 “우리 정부의 중소기업 정책을 긍정적으로 평가하는 기업인들이 77%라는 말을 듣고 ‘아 그게 진정한 지지율이구나’ 그렇게 생각했다. 감사하다”고 말해 참석자들로부터 웃음을 이끌어내기도 했다.눈에 띈 점은 이날 윤 대통령이 앉은 헤드테이블에 40대 이하 MZ세대 창업가들이 자리한 점이다. 그동안 ▷수출 증진과 ▷스타트업 코리아를 ‘투트랙’으로 글로벌 복합위기 극복을 강조해 온 윤 대통령의 경제 정책 기조를 한 눈에 보여줬다는 평가다.윤 대통령은 만찬이 시작된 후 헤드테이블에서 청년기업인 이슬기 디앤디파마텍 대표와 제약시장 성장 가능성에 대해, 일본 내 1등 패션 스타일커머스 플랫폼을 운영중인 이두진 메디쿼터스 대표와 일본 진출 과정에 대해 대화를 나눴다. 행사에 참석한 이재용 삼성전자 회장, 최태원 SK그룹 회장, 정의선 현대차그룹 회장, 구광모 LG그룹 회장 등 9개 그룹 총수들은 다른 테이블에 나눠 앉았다.



윤석열 대통령이 23일 서울 용산 대통령실 잔디마당에서 열린 '2023 대한민국 중소기업인대회'만찬에서 참석 기업인들과 대화하고 있다. [연합]윤 대통령은 이날 행사에서 일일이 테이블을 돌면서 직접 중소·벤처기업인들을 만나 이야기를 나누기도 했다. 윤 대통령은 이 자리에서 기업인들에게 “기업이 잘 돼야 근로자가 잘되고, 그래야 나라도 잘 되는 것”이라고 강조했다. 행사장 한 편에 마련된 청년 스타트업 로보 아르테의 ‘로봇이 튀긴 치킨’을 직접 보고 시식을 하기도 했다. 또, 공식 행사가 마무리 된 후에도 테이블에 앉아 참석자들과 대화를 나눴다.윤 대통령은 정상외교 기조도 ‘경제’에 초점을 맞추고 있다. 윤 대통령은 전날 국무회의에서도 G7 계기 정상외교 성과에 대한 설명에서 “수출, 투자유치, 해외투자에서 구체적 성과를 도출하기 위해 뛰었다”며 “공급망 안정, 핵심광물 확보와 같은 경제안보 분야, 바이오와 반도체 같은 첨단산업 분야에서 각 정부 간 탄탄한 협력 기반을 조성했다”고 강조했다.그러면서 “우리 기업의 해외 진출과 관련한 애로사항을 해소하기 위해서도 노력했다”며 “양자 회담마다 상대국의 관세, 통관 제도, 신규 입법과 관련한 우리 기업의 애로사항과 거래 위축 우려를 제기하고 이에 대한 상대방 정상의 각별한 관심과 지원을 요청했다”고 했다.



윤석열 대통령이 23일 서울 용산 대통령실 잔디마당에서 열린 '2023 대한민국 중소기업인대회' 만찬에서 아이스크림을 준비해 주는 로봇을 바라보고 있다. [연합]

"
[예술인들이 사랑한 작품] 빈티지서 영감 얻은 <b>패션</b>…&apos;나를 찾는 여정&apos;에 세계...,"

나카무라 히로키의비즈빔 FBT15살에 떠난 알래스카서패션에 눈떠 디자이너로자신이 원하던 옷과 신발만들기위해 브랜드 설립북미 원주민 신던 '모카신'핀란드의 전통 가죽장화수백년된 전통에서 영감



 패션 브랜드 비즈빔(visvim)은 홈페이지 첫 화면부터 독특하다. 일반적인 브랜드라면 지금 팔고 있는 상품이나 이번 시즌 룩북이 나와야 할 텐데 천연 염색을 하고 있는 장인의 사진이나 기모노를 짤 때 사용하던 전통 직조 방식을 소개하는 글이 소논문이라는 이름을 달고 나온다. 판매하고 있는 상품들의 꼴도 특이하다. 핀란드 원주민 신발을 변형한 슈즈, 기모노에서 영감을 얻은 코트, 멕시코 나바호의 텍스타일을 담은 카디건 등 오리지널리티가 담긴 상품들로 가득하다. 언제부터인가 사람들은 전통과 현대가 어우러진 이 독특한 브랜드의 미학에 빠지기 시작했다. BTS의 RM, 기타리스트 에릭 클랩턴, 가수 존 메이어, 래퍼 카녜이 웨스트 등이 비즈빔의 마니아로 알려져 있다.비즈빔의 설립자이자 크리에이티브 디렉터인 나카무라 히로키는 일본 야마나시현 고후에서 직물 제조업을 하던 부모님 아래서 태어났다. 도쿄에서 어린 시절을 보내던 그는 서양 영화를 보면서 미국이라는 나라와 그 문화에 매력을 느꼈다. 부모님은 그에게 일본 문화에 갇히지 않는 경험을 쌓기를 권유했고, 그는 15세 때 알래스카로 떠났다. 오랜 시간 알래스카에 머물며 고래를 관찰하고, 캠핑하고, 시골 지역을 탐험한 그는 여러 원주민 부족들과 함께 지낼 수 있는 기회 또한 얻는다. 그는 특히 스노보드 타는 것을 좋아해서 주말마다 스노보드를 타러 갔는데 눈 속에서 잘 기능할 수 있는 옷을 입는 친구들과 달리 옷의 핏과 배색에 병적으로 집착하는 자신을 발견하게 된다. 그는 곧 자신이 야외 활동보다 의복에 더 관심이 있다는 것을 알아차린다. 일본으로 돌아온 그는 스노보드복을 만드는 아웃도어 브랜드 버턴(Burton)에서 8년 동안 디자이너로 일했다. 그러는 동안 수차례 미국을 오가며 빈티지 리바이스 데님 등 빈티지 아메리칸 의류를 수집하기 시작했다. 당시 그의 수집품 중에는 북아메리카 토착 원주민들이 신던 모카신(moccasin)도 있었는데 이때 수집한 그의 모카신은 훗날 비즈빔의 대표적 신발인 'FBT'의 원형이 된다.2000년 자신이 찾고 있던 옷과 신발이 없어서 이를 만들기 위해 비즈빔을 설립한 나카무라는 비즈빔의 두 번째 시즌인 2001년에 FBT를 처음 선보였다. FBT는 영국의 팝밴드 '펀 보이 스리(Fun Boy Three)'의 이니셜에서 따왔다. 어느 날 스트리트 패션의 거장 후지와라 히로시가 나카무라에게 펀 보이 스리의 앨범 재킷을 보여주며 리드 싱어 테리 홀이 신은 모카신과 같은 제품을 한번 만들어보는 것이 어떻겠냐고 제안했다. 그때부터 나카무라는 모카신을 연구했고, 전통적인 모카신과 운동화에 사용되는 EVA 파일론 미드솔을 결합해 FBT를 만드는 데 이르렀다. 비즈빔의 모카신은 이후 더욱 진화한다. 나카무라히로키는 2008년 핀란드 라플란드 여행에서 영감을 받아 FOLK 시리즈를 만든다. 손발이 얼어붙을 정도로 추운 날씨 탓에 힘들어하던 그를 위해 사미족 여성은 건초로 속을 채운 순록 가죽 장화 한 켤레를 만들어 주었는데 그는 이 신발을 신고 충격을 받았다. 밑창도 없는 이 원시적인 신발은 그가 여태껏 신어 본 신발들 가운데 가장 따뜻하고 통기성이 있으며 기능적인 신발이었다. 일본으로 돌아온 그는 신발 안감에 색소를 넣지 않고 신발 갑피와 밑창을 굿 이어 웰트 기술을 사용하여 손바느질함으로써 통기성에 중점을 둔 제품을 만들었다. 비즈빔의 모카신은 색소가 없고 통기성이 좋아 양말이 필요가 없다. 그는 혁신적인 것을 만들지 않는다. 그저 묵묵히 수백 년 된 기술을 재현해낸다. 비즈빔의 모카신은 기본적으로 아메리카 원주민 모카신의 생김새와 수백 년 전의 기술을 그대로 따르면서도 도시에서 착용할 수 있도록 운동화 밑창을 추가하고, 신발의 스타일링과 다양한 의상과의 믹스매치를 고려한다.그는 아직도 직물을 짜고, 염색하고, 재봉하는 전통적인 방법을 찾기 위해 세계 곳곳을 여행한다. 여행을 떠나기 전에는 비어 있던 가방이 여행에서 돌아오면 세계 곳곳의 다양한 전통 공예품과 빈티지 아이템으로 채워져 있다. 이렇게 모은 아이템으로 인해 그는 빈티지 컬렉터로도 상당한 명망을 쌓았다. 2012년부터 일본 패션 매거진 '뽀빠이(POPEYE)'의 '나의 아카이브(My Archive)'라는 코너를 통해 자신의 빈티지 아이템 소개를 연재하고 있으며, 그것을 정리하여 동명의 책을 발간했다. 2019년부터는 '서브시퀀스(Subsequence)'라는 잡지를 만들어 세대와 성별, 인종, 국가를 불문하고 전 세계의 공예와 문화에 관련한 이야기를 담아낸다. 그는 자신의 인생 여정을 두고 이렇게 이야기한다. ""나는 단지 나 자신을 찾고 있을 뿐입니다. 내가 디자인하는 것은 무엇이든 나 자신의 반영이며, 나는 여전히 내가 좋아하는 것을 찾고 있습니다. 먼저 행복하고 싶습니다. 나는 뭔가 다른, 독특한 것을 하기 위해 너무 열심히 노력했지만, 이제는 나 자신에게 진정성이 있고 싶어요. 나 자신이 되는 법을 배우고 싶어요.""자신이 찾고 있던 옷과 신발이 없어서 브랜드를 만들었다는 나카무라 히로키. 그가 자신이 좋아하는 빈티지를 수집하고 그것에서 영감을 얻고 새로운 제품으로 만들어내는 과정은 결국 그가 그 자신을 찾아가는 여정이었다. 그리고 이 과정에서 만들어진 비즈빔의 옷과 신발들이 가장 잘 어울리는 모델은 당연하게도 나카무라 히로키 바로 그 자신이다. 좋아하는 것이 있을 때 왜 내가 그것을 좋아하는 것인지 끝까지 천착해보고, 거기서 내가 정말 좋아하는 것의 진실을 발견하고, '나 자신'이 되기 위해 노력하는 나카무라 히로키의 인생 여정은 그저 타인의 욕망을 욕망하며 사는 데 급급한 우리의 삶을 되돌아보게 만든다.  



 [반기훈 허클베리북스 대표]

"
한복 입고 <b>일본 패션</b>쇼서 공연하는 오마이걸,"
 
    (도쿄=연합뉴스) 걸그룹 오마이걸이 4일 일본 오사카 교세라돔에서 열린 일본 최대 규모 패션쇼 '간사이 컬렉션'에서 한복을 입고 공연하고 있다. 2022.8.4 [한국관광공사 제공. 재판매 및 DB 금지]    photo@yna.co.kr
"
외국인·휴가철 여행객 맞이 나선다…롯데免 김포공항점 리뉴얼 재개장,"

3개월 간 공사 거쳐 재오픈···쾌적한 공간 갖춰최근 3개월 김포공항점 매출, 직전 대비 60%↑바캉스 시즌 맞아 전 매장서 항공권 추첨 이벤트



리뉴얼 후 31일 재개장한 롯데면세점 김포공항점 전경./사진 제공=롯데면세점[서울경제] 롯데면세점이 3개월 간의 전면 리뉴얼 공사를 거쳐 김포공항점을 재개장했다고 31일 밝혔다. 지난 2021년 김포공항 화장품·패션·식품 면세사업권 수성에 성공하며 최대 10년의 사업 기간을 확보한 롯데면세점은 이번 매장 리뉴얼을 통해 더 쾌적한 쇼핑 공간을 갖추게 됐다.새단장을 마친 김포공항점에는 라메르·르라보·에르메스 향수 등 해외 화장품 브랜드가 새롭게 입점했다. 매장 한켠에는 대형 LED 화면을 설치해 외국인 관광객을 대상으로 한국 문화를 알린다. 내달 중순까지는 여행을 테마로 한 대형 조형물을 설치한다. 이날 김포공항점 첫 구매 고객에게 제32회 롯데면세점 패밀리콘서트 티켓을 증정하기도 했다.롯데면세점은 이번 재단장을 통해 매출 호조세를 이어간다는 계획이다. 김포공항점 임시 매장의 최근 3개월 간 매출은 직전 3개월 대비 60% 올랐다. 한국공항공사에 따르면 올 1~4월 김포공항 국제선 이용객 수는 직전 4개월 대비 138% 증가한 77만명을 기록했다.여름 바캉스 시즌을 맞아 롯데면세점은 7월 30일까지 내국인 고객을 대상으로 ‘스파클링 섬머’ 프로모션을 진행한다. 추첨을 통해 호주 시드니와 일본 도쿄 항공권, 롯데호텔 제주 숙박권 등을 증정한다. 300달러 이상 구매한 뒤 경품 응모를 완료한 고객이 대상자다.김포공항점은 리뉴얼 오픈을 기념해 내달 말까지 매장 고객에게 입점 브랜드의 사은품을 증정한다. 시내점에서는 구매 금액에 따라 ‘LDF 페이’를 증정하는 이벤트를 연다. LDF 페이는 롯데면세점에서 현금처럼 사용 가능하다. 인천공항점에서는 최대 14만 원의 할인 혜택을 제공한다.

"
