제목,내용
&apos;국내 최대 <b>패션</b> 플랫폼&apos; 무신사 올 <b>가을</b> 대구 동성로 상륙,"

무신사, 최근 중구 동성로 한 상가건물 임대차 계약 완료올해 가을쯤 무신사 스탠다드 출점… 내부 철거 진행 중



패션 플랫폼 '무신사'가 올해 가을쯤 대구 중구 동성로 한 상가건물 1~3층에 자체 브랜드 '무신사 스탠다드' 매장을 개장할 전망이다. 사진은 해당 상가건물. 정은빈 기자국내 최대 규모 패션 플랫폼 '무신사'의 자체 브랜드 매장이 올 가을 대구 중구 동성로에 상륙할 전망이다. 지난 2021년 오프라인 시장 진출에 이어 투자 대비 마케팅 효과가 높은 지방 광역시로 영역 확장에 나선 모양새다.10일 부동산 업계에 따르면 무신사는 최근 중구 동성로 한 상가건물에 대한 임대차 계약을 완료했다. 대구백화점 본점 맞은편 건물 1~3층으로, 지난 2020년까지 유니클로 매장이 운영된 곳이다. 내부 철거작업을 진행 중이며 인테리어 공사를 거쳐 올해 가을쯤 자체 브랜드 '무신사 스탠다드' 매장을 출점할 것으로 보인다.무신사는 2003년 설립 이후 빠른 성장세로 국내 온라인 패션 플랫폼 1위를 차지했다. 금융감독원에 따르면 무신사 매출은 지난 2019년 2천197억원에서 2020년 3천319억원, 2021년 4천667억원으로 뛰었다.무신사가 대구에 매장을 내는 건 자체 브랜드 매장으로는 이번이 처음이다. 브랜드 10여곳 상품을 전시·판매하는 편집숍 '29CM 갤러리' 오프라인 매장은 지난해 9월부터 더현대 대구에서 운영하고 있다.부산과 광주를 대상으로도 신규 출점을 고려 중인 것으로 알려진 가운데 어느 지역이 '비수도권 1호점'이 될지도 관심사다. 이처럼 무신사는 최근 들어 오프라인 시장 확대에 공을 들이고 있다. 무신사는 2021년 서울 홍대, 지난해 강남에 무신사 스탠다드를 열며 오프라인 시장에 진출했다.수도권보다 임차료가 비교적 저렴한 지방 거점 도시에 매장을 내 소비자 접점을 넓히고 수익성을 높인다는 전략으로 풀이된다. 유사한 이유로 무신사 외에도 온라인을 중심으로 시작한 여러 패션 브랜드가 온라인 판매만으로는 매출 성장에 한계가 있다고 판단해 오프라인 시장으로 눈을 돌리면서 비수도권을 주목하는 분위기가 감지된다.동성로상점가상인회 관계자는 ""주요 패션·잡화 브랜드 2~3곳이 동성로에 입점할 자리를 알아보는 걸로 안다. 의류 브랜드 매장이 최근에 많이 빠졌는데, 다시 로드숍 영업에 비중을 두는 것으로 보인다""면서 ""동성로 거리가 예전처럼 활기를 되찾을 거란 기대가 크다""고 말했다.

"
[MD포토] 김혜수 &apos;계절을 앞서 <b>가을</b>로&apos;,"
 
[마이데일리 = 한혁승 기자] 배우 김혜수가 16일 오후 서울 종로구 경복궁 근정전에서 진행된 한 패션 브랜드의 패션쇼 포토월에 참석했다.(한혁승 기자 hanfoto@mydaily.co.kr)
"
"[뉴스1 PICK]서울<b>패션</b>위크, <b>가을</b>·겨울 <b>패션</b> 트렌드 선보이며 성황리에 종료","

30개 디자이너 브랜드 패션쇼···뉴진스 홍보대사로 활약



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 피날레 패션쇼에서 모델들이 멋진 포즈를 취하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 피날레 패션쇼에서 모델들이 멋진 위킹을 하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 피날레 패션쇼에서 모델들이 멋진 위킹을 하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자



뉴진스의 혜인(왼쪽부터), 하니, 다니엘, 해린, 민지가 15일 오후 서울 동대문디자인플라자(DDP)에서 진행된 '2023 F/W 서울패션위크' 얼킨(ul:kin)의 컬렉션에서 인사를 하고 있다. 2023.3.15/뉴스1 ⓒ News1 권현진 기자(서울=뉴스1) 박세연 기자 = 올 가을·겨울 패션 트렌드를 선보이는 2023 F/W 서울패션위크가 성황리에 종료됐다. 서울 동대문디자인플라자(DDP)에서 15일부터 시작된 서울패션위크가 19일까지 5일동안 행사를 성공리에 마쳤다. 이번 서울패션위크는 30개 디자이너 브랜드의 패션쇼와 27개국 130여명의 해외바이어가 참여하는 국내 최대 수주박람회 트레이드쇼, 패션과 혁신기술이 결합된 다양한 시민참여 프로그램 등 크게 3가지 행사로 운영됐다.올해 한국을 대표하는 30개 디자인의 가을·겨울 시즌컬렉션을 선보인 이번 서울패션위크에서 가장 두드러지는 변화는 '무대' 디자인과 '패션쇼 순서 결정방법'이였다. 무대 디자인은 관객들에게 보다 생동감 넘치는 경험을 선사하기 위해 일자형태에서 '원형' 형태를 선보였고 한층 더 선명하고 영상미가 극대화된 쇼 연출이 가능해진 만큼 참여 브랜드들은 새로워진 무대를 활용해 다양하고 개성 강한 런웨이를 선보였다.가수 바다는 딸과 함께 패션쇼 모델로 런웨이에 올라 화제가 되기도 했다. 또한 이번 서울패션위크의 글로벌 홍보대사에는 데뷔 6개월 만에 미국 빌보드 차트 '핫100'에 진입한 그룹 '뉴진스'가 활약했다.  



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 피날레 패션쇼에서 모델들이 멋진 위킹을 하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 피날레 패션쇼에서 모델들이 멋진 위킹을 하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 'BIG PARK' 패션쇼에서 모델들이 멋진 위킹을 하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자



18일 오후 서울패션위크가 진행 중인 서울 동대문 DDP에 패션 피플로 붐비고 있다. 2023.3.18/뉴스1 ⓒ News1 박정호 기자



18일 오후 서울패션위크가 진행 중인 서울 동대문 DDP에 패션 피플로 붐비고 있다. 2023.3.18/뉴스1 ⓒ News1 박정호 기자



18일 오후 서울패션위크가 진행 중인 서울 동대문 DDP에 패션 피플로 붐비고 있다. 2023.3.18/뉴스1 ⓒ News1 박정호 기자



15일 오후 서울 동대문디자인플라자(DDP)에서 진행된 '2023 F/W 서울패션위크' 얼킨(ul:kin)의 컬렉션에서 모델들이 화려한 피날레를 하고 있다. 2023.3.15/뉴스1 ⓒ News1 권현진 기자



가수 바다가 15일 오후 서울 동대문디자인플라자(DDP)에서 진행된 '2023 F/W 서울패션위크' '라이(LIE)' 컬렉션에 딸과 함께 모델로 올라 사랑스러운 키스를 보내고 있다. 2023.3.15/뉴스1 ⓒ News1 권현진 기자



15일 오후 서울 동대문디자인플라자(DDP)에서 진행된 '2023 F/W 서울패션위크' '라이(LIE)' 컬렉션에서 모델들이 화려한 피날레를 하고 있다. 2023.3.15/뉴스1 ⓒ News1 권현진 기자



17일 서울 동대문디자인플라자(DDP)에서 열린 '2023 F/W 서울패션위크'에서 유니크한 복장을 한 패션피플들이 포즈를 취하고 있다. 2023.3.17/뉴스1 ⓒ News1 권현진 기자



뉴진스의 혜인(왼쪽부터), 하니, 다니엘, 해린, 민지가 15일 오후 서울 동대문디자인플라자(DDP)에서 진행된 '2023 F/W 서울패션위크' 얼킨(ul:kin)의 컬렉션에서 인사를 하고 있다. 2023.3.15/뉴스1 ⓒ News1 권현진 기자



19일 오후 서울 동대문구 동대문DDP에서 열린 서울패션위크 피날레 패션쇼에서 모델들이 멋진 포즈를 취하고 있다. 2023.3.19/뉴스1 ⓒ News1 박세연 기자

"
&quot;한강을 찢었다&quot;…&apos;오겜 주역&apos; 참여한 루이비통 韓 최초 <b>패션</b>쇼,"

전 세계에 서울 한강 잠수교 런웨이 생중계백화점 4사 대표 등 2000명 현장 참석모델 정호연·최소라 무대 처음과 끝 장식'오징어게임' 황동혁 감독 무대 연출 담당사물놀이·수제천 등 패션X문화 융합한 쇼[이데일리 백주아 기자] 프랑스 명품 브랜드 루이비통이 우리나라에서 사상 최초로 공식 패션쇼를 열었다. 전 세계로 생중계되는 패션쇼를 열 만큼 세계 최고 명품 브랜드가 한국 시장을 중요하게 생각하고 있는 것으로 해석된다.



4월 29일 서울 한강 잠수교에서 열린 루이 비통 2023 프리폴 여성 컬렉션 패션쇼 모델 정호연(왼쪽)과 최소라. (사진=루이비통)루이비통은 지난 29일 오후 8시경 서울 한강 잠수교에서 ‘프리폴(Pre Fall·이른 가을)’ 패션쇼를 열었다. 이번 쇼는 서울 곳곳에 설치된 LED 스크린 및 온라인을 통해 전 세계에 생중계됐다. 현장에는 100여명의 패션 전공 학생을 비롯해 약 2000명의 관객이 초청됐다. 특히 정준호 롯데백화점 대표와 손영식 신세계백화점 대표, 김형종 현대백화점 대표, 김은수 갤러리아백화점 대표 등 국내 백화점 4사 대표가 모두 자리에 참석한 것으로 알려졌다.쇼는 서울 야경을 배경으로 한국 전통 음악 김덕수 사물놀이패의 ‘호남 농악 가락’과 함께 시작됐다. 런웨이 첫 주자로 나선 루이비통 대표 모델이자 넷플릭스 ‘오징어 게임’의 배우 정호연은 산울림의 ‘아니 벌써’ 음악에 맞춰 당당한 걸음으로 잠수교를 행진했다. 



4월 29일 서울 한강 잠수교에서 열린 루이비통 2023 프리폴 여성 컬렉션 패션쇼. (사진=루이비통)이번 쇼는 루이비통이 개최하는 첫 프리폴 패션쇼를 세계 최초로 한국에서 공개했다는 점에서 의미가 있다. 프리폴 제품은 봄·여름(S/S)과 가을·겨울(F/W) 컬렉션 사이에 내놓는 만큼 민소매 원피스부터 패딩 재킷까지 다양한 스타일을 두루 엿볼 수 있다. 이날 행사는 패션을 넘어 한국문화까지 두루 담은 행사로 구성됐다. 특히 ‘오징어 게임’으로 세계에 K-콘텐츠의 저력을 알린 황동혁 감독이 무대 연출을 담당했다. 황 감독은 내로라하는 수십명의 모델들이 한국 전통음악의 백미 ‘수제천’에 맞춰 행진하는 그림을 만들어냈다. 런웨이 마지막은 루이비통의 뮤즈이자 수년간 글로벌 톱5로 꼽히는 모델 최소라가 장식했다.



지난 29일 서울 한강 잠수교에서 열린 루이 비통 2023 프리폴 여성 컬렉션 패션쇼 피날레. (사진=루이비통)그간 루이비통은 브랜드 철학 ‘여행 예술’에 기반해 프랑스 루브르 박물관과 같은 각국 랜드마크에서 패션쇼를 진행해왔다. 서울은 600여년의 역사와 전통과 현대성을 동시에 느낄 수 있는 대표 도시로 루이비통 브랜드 정신을 보여줄 수 있는 최적의 장소라는 평가를 받았다. 피에트로 베카리 루이비통 회장 겸 최고경영자(CEO)는 “세계가 주목하는 문화 허브 서울에서 루이비통의 첫 프리폴 패션쇼를 열어 기쁘다”며 “한강 잠수교 위에서 선보이는 런웨이는 세계적 도시 서울과 루이비통의 공통 가치를 가장 아름답게 구현한 것”이라고 말했다.루이비통이 한국 시장에 애정을 쏟는 배경은 실적과도 무관하지 않다. 금융감독원 전자공시시스템에 따르면 루이비통코리아의 지난해 매출은 1조6923억원으로 전년(1조4681억원) 대비 15.3% 늘었다. 매출 기준으로 에르메스(6502억원), 샤넬(1조5900억원)을 뛰어 넘는다. 같은 기간 영업이익은 4177억원으로 전년 대비 38.4% 증가했다.

"
"&quot;올 <b>가을</b>, 겨울 <b>패션</b> 트렌드는?&quot;…서울<b>패션</b>위크 15일 개막","

15~19일 DDP에서 개최…패션 브랜드 전시와 바이어 상담 동시에[이데일리 송승현 기자] 서울시는 우리나라 패션을 대표하는 국내 디자이너들이 다가오는 가을, 겨울 패션 트렌드를 선보이는 국내 최대 규모 패션 산업행사인 서울패션위크가 오는 15~19일 동대문디자인플라자(DDP)에서 개최된다고 14일 밝혔다.



이번 서울패션위크에서 가장 두드러지는 변화는 ‘무대’ 디자인이다. 아트홀1관은 보다 생동감 넘치는 관객 경험을 선사하기 위해 ‘원형’으로 무대를 바꾸고, 아트홀2관은 대형LED를 설치해 한층 더 선명하고 영상미가 극대화된 쇼 연출을 선보일 예정이다.오프닝 무대는 15일 오후 1시 업사이클링 기반 브랜드 ‘얼킨(ul:kin)’의 컬렉션을 시작으로, 총 5명의 디자이너가 패션쇼를 선보인다. 특히 오프닝 행사에는 서울시를 대표해서 오신환 정무부시장과 서울패션위크 글로벌 홍보대사 ‘뉴진스’가 참석해 자리를 빛낸다.패션위크 마지막 날인 19일에는 박윤수 디자이너의 ‘빅팍’ 패션쇼 이후 이번 패션쇼에 참가한 모든 브랜드들의 대표작품 3개 착장을 한자리에서 선보이는 피날레 패션쇼가 펼쳐진다.아울러 서울패션위크 기간 코로나 이후 최대 규모의 트레이드쇼(수주박람회)도 DDP에서 진행된다. 트레이드쇼는 총 67개 국내 유수 디자이너 브랜드와 신진 디자이너가 참여한다. 이번 패션 수주전시회에서는 ‘지속가능성’의 화두를 담아 지난 추계 행사 때 사용한 친환경 원목 부스를 이번에 재사용하는 등 ESG(환경·사회·지배구조)가 화두가 될 전망이다.트레이드쇼는 △전문 바이어와 디자이너 간의 수주 상담·계약 등 실질적인 비즈니스가 이뤄지는 수주상담 △기업과 디자이너 브랜드 협업과 네트워킹을 위한 밋업(‘Meet-up’) △기업 역량 강화를 위한 세미나와 상담 △시민 참여 퍼블릭데이 등으로 구성돼 있다.또한 패션에 대한 모든 것을 공유하는 라이브스튜디오에서는 파워크리에이터들이 진행하는 패션스타일링 토크쇼도 진행된다. 이외에도 참여 디자이너들의 의상을 누구나 쉽고, 간편하게 구매할 수 있도록 CJ온스타일과 서울패션위크 온라인 기획전을 진행한다. 이번 기획전에서는 F/W 패션쇼에서 마음에 들었던 브랜드의 의상을 온라인에서 10% 할인된 금액으로 만나볼 수 있다.김태균 서울시 경제정책실장은 “서울패션위크는 대한민국의 패션산업을 선도하고, 국내외 패션산업의 교류와 발전에 기여하는 플랫폼으로 확고히 자리잡고 있다”며 “서울패션위크를 통해 국내 디자이너와 브랜드가 그들의 작품과 브랜드를 널리 알리고, K-패션의 경쟁력을 키우는 구심점으로 만들 수 있도록 더욱 노력하겠다”고 말했다.

"
<b>패션</b>계는 벌써 <b>가을</b>/겨울 시즌…파리<b>패션</b>쇼에서 눈길 끈 A/W 컬렉션은?,"





제공 | 알렉산더 맥퀸[스포츠서울 | 김수지기자] 바야흐로 봄꽃이 망울을 터뜨리기 시작했지만 패션계는 벌써 가을/겨울 시즌을 향해 발빠르게 달려가고 있다.최근 파리에서 진행된 패션쇼에서도 2030 가을/겨울 컬렉션이 대거 출품됐는데 그 중에서도 눈길을 끈 라인이 알렉산더 맥퀸의 ‘아나토미’(Anatomy)다.크리에이티브 디렉터 사라 버튼은 “이번 컬렉션에서는 인체, 옷 그리고 꽃의 해부학에서 영감을 받아 재단과 비례, 실루엣에 집중하고 테일러링과 테일러링 패브릭을 통해 아름다움과 힘을 탐구했다. 특히 안과 밖, 위와 아래 등 클래식한 기조를 전복시키는 방식으로 옷을 해부해 정갈하고 엄밀하면서도 폭발적인 실루엣을 표현했다”고 쇼에 지켜본 소감을 밝혔다.



제공 | 알렉산더 맥퀸뿐만 아니라 패션의 근간인 신체를 재단하고 그 속에서 영감을 받아 옷을 자르고, 가르고, 또 비틀어 해부하는가 하면 범스터 팬츠를 뒤집어 긴 다리를 연출한 힐 팬츠와 강조된 어깨와 상반되는 잘록한 허리 라인 연출에 집중한 컬렉션 룩이 돋보였다. 또한 다른 꽃들과 달리 뿌리를 공중으로 뻗어내 야생에서 자생하는 강한 적응력과 사랑의 상징이란 아름다운 꽃말을 가진 난초의 양면성을 고스란히 담아냈다.알렉산더 맥퀸의 2023 가을/겨울 여성 컬렉션 패션쇼는 알렉산더 맥퀸 공식 홈페이지와 카카오톡 채널에서 만날 수 있다. sjsj1129@sportsseoul.com

"
[T포토] <b>가을</b> &apos;청청 투피스 <b>패션</b>&apos;,"
 
그룹 아이브 가을이 7일 오전 뮤직뱅크 해외 촬영차 인천국제공항을 통해 프랑스 파리로 출국했다.suyeon73@tvreport.co.k
"
[MD포토] 아이브 레이·<b>가을</b> &apos;예쁜 미니 <b>패션</b>&apos;,"
 
[마이데일리 = 인천 한혁승 기자] 그룹 아이브(IVE) 레이(왼쪽), 가을이 7일 오전 인천국제공항을 통해 '뮤직뱅크 인 파리' 참석 차 프랑스 파리로 출국했다.(한혁승 기자 hanfoto@mydaily.co.kr)
"
[MD포토] 아이브 <b>가을</b> &apos;데님 크롭 <b>패션</b>&apos;,"
 
[마이데일리 = 인천 한혁승 기자] 그룹 아이브(IVE) 가을이 7일 오전 인천국제공항을 통해 '뮤직뱅크 인 파리' 참석 차 프랑스 파리로 출국했다.(한혁승 기자 hanfoto@mydaily.co.kr)
"
"아이브 <b>가을</b>, 깜찍한 공항<b>패션</b>[포토엔HD]","
 
[인천공항(영종도)=뉴스엔 정유진 기자] 아이브(IVE/안유진, 가을, 장원영, 리즈, 레이, 이서)가 4월 7일 오전 인천 중구 운서동 인천국제공항 제 1여객터미널을 통해 KBS Music Bank in PARIS 일정 참석 차 프랑스 파리로 출국하고 있다.
"
"올 하반기엔 어떤 <b>패션</b>이 뜰까…구찌, <b>가을</b>·겨울 여성 컬렉션 공개","





구찌 글로벌 앰배서더 하니패셔니스타는 시간을 앞서간다. 이탈리아 브랜드 구찌가 이탈리아 밀란 패션위크에서 ‘구찌 2023 가을·겨울 여성 컬렉션’을 공개했다 .컬렉션은 브랜드의 역사를 넘나드는 창의적인 문화와 함께 동시대의 모습을 담았다. 구찌에 대한 이해를 공유하는 아티스트들의 작품을 통해 한 세기에 걸친 장인들의 창조 정신이 계속 진화했음을 표현했다.구찌 허브에서 진행된 패션쇼는 아이디어가 만들어지는 아틀리에, 새로운 표현이 공개되는 런웨이까지의 과정을 표현했다. 원형 구조로 구성된 스테이지는 구찌의 지속가능성 비전이 돋보이는 혁신적인 데메트라 소재로 제작된 좌석으로 둘렸으며 이를 통해 구찌 크리에이티브 커뮤니티의 중심에 있는 협업 순환성을 표현했다.



구찌 2023 가을 겨울 여성 컬렉션. 구찌 제공



구찌 2023 가을 겨울 여성 컬렉션. 구찌 제공‘구찌 2023 가을·겨울 여성 컬렉션’의 실루엣은 1990년대와 2000년대 초반, 구찌의 화려한 스타일을 연상시키고, 2010년대의 화려한 컬러를 더한 모습이다. 특히 라운디드 트래퍼조이드 체인 백과 재키 백은 이번 여성 컬렉션에서 업그레이드해 선보이는 제품이다.클래식 구찌 로퍼는 러버 솔로 제작됐으며 1960년대 스키 컬렉션으로 디자인됐던 스노 부츠는 홀스빗 장식을 더 해 재탄생했다. 스퀘어 샌들, 와이드 샤프트 부츠, 디오니서스 백에서 영감받아 타이거 헤드를 장식한 샌들에는 키튼 힐이 적용됐다.이번 쇼에는 구찌 글로벌 브랜드 앰배서더 뉴진스 하니를 포함해 다코타 존슨, 할리 베일리, 줄리아 가너, 에이셉 라키 등 전 세계의 다양한 셀러브리티가 참석해 자리를 빛냈다. 하니는 아이보리 라운드 네크 울 재킷과 아이보리 울 크레이프 팬츠, 인터로킹 G 스터드 및 앵클 버클 클로저 디테일의 화이트 레더 샌들을 매치해 주목받았다.한편 밀란 패션위크에 선보인 구찌 2023 가을·겨울 여성 패션쇼는 라이브 스트리밍을 통해 전 세계에 동시 공개됐다. 구찌 공식 온라인 스토어 및 유튜브와 구찌 앱 등 구찌 공식 채널과 네이버 쇼핑 라이브를 통해 다시 볼 수 있다.
		
"
"현아, 크리스찬 루부탱 2023 <b>가을</b> 겨울 컬렉션 <b>패션</b>쇼 참석","
 
사진=크리스찬 루부탱[이데일리 스타in 유준하 기자] 가수 현아가 파리 패션위크 쇼 장을 뜨겁게 달궜다.현아는 3월 2일 프랑스 파리에서 진행된 파리 패션위크의 크리스찬 루부탱(Christian Louboutin) 쇼에 참석해 자리를 빛냈다.공개된 사진 속 현아는 크리스찬 루부탱의 세련된 봄비나 팜필라 샌들에 팔멧 클러치를 착용, 현아 특유의 패션 감각이 돋보이는 트렌디한 스타일로 현지 팬들과 취재진들의 스포트라이트를 받았다.현아가 참석한 크리스찬 루부탱의 2023 가을 겨울 컬렉션의 패션쇼 ‘더 루비쇼 III(THE LOUBISHOW III)’는 파리의 코미크 오페라 극장에서 진행됐다.이번 루비쇼 III 공연을 위해 크리스찬 루부탱은 무대에 오를 무용수들의 신발을 특별 제작했으며,메종의 주요 컬렉션 중 하나인 아스트리보타(ASTRIBOTTA)의 검정색·흰색 니하이 부츠와 그에 어울리는 루비트위스트(LOUBITWIST) 클러치를 예외적으로 선보였다.다양한 스타일의 슈즈와 백을 만나볼 수 있는 크리스찬 루부탱의 2023년 가을 겨울 컬렉션은 다가오는 5월부터 전 세계 부티크와 온라인에서 만날 수 있다.
"
"윤박, 6세 연하 모델 ♥김수빈과 결혼…<b>가을</b>의 신랑·신부 된다","
 
[마이데일리 = 오윤주 기자] 배우 윤박(35)의 예비 신부는 모델 김수빈(30)이었다.3일 김수빈 소속사 케이플러스 측 관계자는 마이데일리에 ""김수빈이 윤박의 예비신부가 맞다. 오는 9월 2일 결혼할 예정""이라고 밝혔다.김수빈은 YG케이플러스 소속으로 뷰티, 패션, 드레스 등 다양한 화보에서 활동을 펼친 패션모델이다. 1993년생으로 1987년생인 윤박과는 6살 차이가 난다. 윤박과 김수빈은 오는 9월 2일 서울 모처에서 비공개로 결혼식을 진행한다. 앞서 윤박은 이날 오전 자필 편지를 통해 결혼을 깜짝 발표하며 ""올 가을 사랑하는 연인과 평생을 함께 할 것을 약속했다""라고 알렸다.윤박은 ""함께하는 시간 동안 저에게 많은 사랑과 믿음을 줬다. 서로가 느끼는 행복과 안정감이 지금의 이 순간을 결정하게 했다""라며 ""좋은 가정을 꾸릴 수 있도록 저희의 앞날을 기쁜 마음으로 축복해주시면 감사하겠다. 저 또한 배우로서 앞으로도 여러분들께 좋은 모습 보여드릴 수 있도록 약속드리겠다""고 다짐했다.윤박 소속사 에이치앤드엔터테인먼트 역시 이날 ""윤박이 예비 신부와 신뢰와 존중을 바탕으로 부부의 연을 맺게 됐다. 두 사람은 서로를 향한 깊은 믿음과 사랑 안에 서로에게 힘이 되어주며 진지한 만남을 이어왔다. 한 가정을 이루며 새 출발을 앞두고 있는 두 사람의 앞날을 축복해주시길 바란다""며 공식입장을 전했다.한편 윤박은 오는 29일 첫 방송되는 케이블채널 tvN 새 월화드라마 '이로운 사기'에 출연한다. 또한 영화 '제비', 하반기 종합편성채널 JTBC 새 드라마 '닥터 슬럼프' 등의 공개도 앞두고 있다.[9월 결혼식을 올리는 윤박과 김수빈. 사진 = 마이데일리 사진DB, 김수빈](오윤주 기자 sope@mydaily.co.kr)
"
잠수교서 루이비통 <b>패션</b>쇼… ‘아니 벌써’ 노래속 런웨이,"

교통통제속 800m에 무대-객석 마련황동혁 감독 연출… 정호연 등 모델로



지난달 29일 서울 한강 잠수교에서 루이비통의 ‘프리폴(Pre Fall·이른 가을) 패션쇼’가 열리고 있다. 뉴시스서울 한강 잠수교가 프랑스 명품 브랜드 루이비통의 패션쇼 런웨이로 탈바꿈했다.  루이비통은 지난달 29일 오후 8시경 잠수교에서 ‘프리폴(Pre Fall·이른 가을) 패션쇼’를 약 20분 동안 열었다. 패션쇼는 서울시 협조로 잠수교 교통을 통제하고 800m에 육박하는 잠수교에 무대와 계단형 객석을 마련해 진행됐다.  이날 쇼는 서울 야경을 배경으로 잠수교의 어두운 푸른빛 조명과 잠수교 위의 반포대교에서 잠수교 측면으로 낙하하는 분수가 어우러지며 독특한 분위기가 연출됐다. 넷플릭스 오리지널 시리즈 ‘오징어게임’을 연출한 황동혁 감독이 무대 연출에 참여했다. 김덕수 사물놀이패의 호남 농악가락이 울려퍼지며 시작한 쇼는 ‘오징어게임’ 배우이자 루이비통 모델인 배우 정호연이 산울림 노래 ‘아니 벌써’를 배경으로 런웨이 첫 주자로 나섰다.  한강을 무대로 삼은 데 대해 루이비통은 한강은 역사와 미래가 공존하는 상징적인 공간이자 서울의 정서가 담긴 곳이라고 했다. 피에트로 베카리 루이비통 회장은 “세계가 주목하는 문화 허브 서울에서 패션쇼를 열어 기쁘다”고 했다.  행사에는 걸그룹 뉴진스의 혜인, 배우 배두나, 패션 전공자 등 1600여 명이 참석했다. 루이비통이 ‘공식 패션쇼’를 한국에서 개최한 것은 이번이 처음이다. 2019년 인천국제공항 격납고에서도 패션쇼를 열었지만 당시는 해외 패션쇼를 재현한 스핀오프 쇼였다.

"
[포토] 올 <b>가을</b> 트렌드는… 서울<b>패션</b>위크 개막,"





'2023 FW(가을·겨울) 서울패션위크'가 15일 서울 동대문구 동대문디자인플라자(DDP)에서 개막했다. 모델들이 이날 패션쇼에서 브랜드 '라이(LIE)'의 옷을 선보이고 있다. 연합뉴스
		
"
잠수교 통째를 런웨이로… 루이비통 첫 <b>패션</b>쇼 개최,"

4대 백화점 대표 모두 참석뉴진스·르세라핌 등 연예인도 참석        프랑스 명품 브랜드 루이비통이 우리나라 한강 잠수교에서 공식 패션쇼를 열었다. 우리나라에서 패션쇼를 연 것은 처음이다.



지난 29일 오후 서울 잠수교에서 세계적인 명품 브랜드 루이비통의 사상 첫 프리폴(Prefall) 패션쇼를 열리고 있다./루이비통 제공        30일 유통업계에 따르면 루이비통은 지난 29일 오후 8시 서울 한강 잠수교에서 가을 패션쇼를 열었다.795미터짜리 잠수교 다리를 런웨이 무대로 삼았다. 행사를 위해 잠수교는 약 24시간 교통이 통제됐다. 루이비통은 잠수교를 패션쇼 무대 장소로 선정하면서 “한강은 역사와 미래가 공존하는 상징적 공간이자 서울의 정서가 담긴 곳이기 때문”이라고 했다.이날 행사에는 정준호 롯데백화점 대표와 손영식 신세계백화점 대표, 김형종 현대백화점 대표, 김은수 갤러리아백화점 대표 등 국내 4대 백화점 대표가 모두 자리에 참석한 것으로 알려졌다. 연예인도 다수 참석했다. 국내 아이돌 그룹인 르세라핌과 뉴진스 멤버들도 패션쇼를 즐겼다. 강풍이 부는 궂은 날씨였지만 참여 인원만 1600여명에 달했다.런웨이 첫 주자는 루이비통 대표 모델이자 영화 오징어게임에서 열연을 펼친 배우 정호연이었다. 배경음악으로는 산울림의 ‘아니 벌써’가 흘러나왔다. 이날 패션쇼는 오징어게임을 연출한 황동현 감독이 무대연출을 맡았다. 쇼는 루이비통 소셜미디어(SNS) 채널과 서울 곳곳에 설치된 발광다이오(LED) 스크린을 통해 생중계됐다.이번 루이비통 패션쇼는 2023-2024 한국 방문의 해를 맞아 한국관광공사와 전략적 업무협약(MOU)를 맺고 진행됐다. 또 한국이 명품시장 큰 손으로 거듭난 것도 영향을 줬다. 지난해 루이비통은 한국에서만 1조7000억원의 매출을 올렸다. 2021년 매출액(1조4681억원) 대비 15% 가량 늘어난 수치로 역대 최대 매출이다.유통업계에서는 “한국인의 명품사랑 덕분에 명품업체들의 콧대가 높아지기도 했지만, 중요 전략시장으로서 한국의 가치도 점차 높아지고 있다”면서 “패션쇼가 연이어 개최되고 루이비통이 속한 세계 최대 럭셔리그룹 루이비통모에헤네시(LVMH)의 베르나르 아르노 회장과 그 딸이 한국을 방문하는 것이 대표적”이라고 했다.한편 오는 16일에는 경복궁 근정전에서 명품 브랜드 구찌의 패션쇼가 열릴 예정이다.

"
