제목,내용
"쿠팡, 미리 봄 &apos;2월 <b>패션</b>위크&apos;…최대 80% 할인","

봄까지 활용 겨울 아이템미리 만나는 봄 패션 상품 준비



쿠팡, '2월 패션위크'(사진=쿠팡 제공).쿠팡은 '2월 패션위크'에서 봄·여름(S·S)시즌 아이템을 선보인다고 30일 밝혔다.다음달 5일까지 진행하는 2월 패션위크는 미리 보는 봄 시즌을 테마로 패션 상품을 최대 80% 할인한다. 패션위크는 쿠팡이 매달 첫 주에 진행하는 월간 이벤트로 매달 새로운 테마로 최신 패션 트렌드가 반영된 아이템을 저렴한 가격에 만나볼 수 있다.이번 패션위크는 봄 패션뿐만 아니라 지금부터 봄까지 활용할 수 있는 패션 상품을 마련해 고객 선택의 폭을 넓혔다. 여성의류, 남성의류, 슈즈, 가방·액세서리, 키즈 의류·잡화까지 카테고리별로 다양한 할인 상품도 구성했다.나이키, 아디다스, 푸마 등 스포츠 브랜드부터 타미힐피거, 헤지스, 닥스 등 캐주얼웨어 브랜드까지 다양한 브랜드에서 참여한다.같은 기간 쿠팡 패션에선 로라로라, 나인, 키르시 브랜드가 참여하는 '여성 캐주얼웨어 브랜드위크'를 진행한다. 베네통 키즈에서는 신학기를 준비하는 고객을 위해 의류, 실내화, 책가방 등을 최대 50% 할인한다.쿠팡 관계자는 ""이번 패션위크는 다가오는 봄을 앞두고 설렌 마음으로 패션 아이템을 구매하는 고객들을 위해 트렌디한 상품들로 다양하게 구성했다""며 ""계속해서 시즌에 맞는 제품들을 고객들에게 합리적인 가격으로 제공할 수 있도록 노력하겠다""고 말했다.

"
오윤아 &apos;럭셔리한 <b>겨울 패션</b>&apos;[★포토],"
 
오윤아 '럭셔리한 겨울 패션'[★포토]배우 오윤아가 2일 오후 서울 송파구 롯데월드타워 롯데시네마에서 진행된 영화 '스위치' VIP 시사회에 참석해 포즈를 취하고 있다.'스위치'는 캐스팅 0순위 천만배우이자 자타공인 스캔들 메이커, 화려한 싱글 라이프를 만끽하던 톱스타 '박강'이 크리스마스에 인생이 180도 뒤바뀌는 순간을 맞이하면서 벌어지는 이야기를 담은 작품이다. 오는 4일 개봉. 2023.01.02
"
"방탄소년단 지민, 파리 <b>패션</b>위크 <b>패션</b>쇼 메인 이벤트..셀럽 화제성 1위 &apos;쇼스...","
				
				
				[텐아시아=김순신 기자] 
방탄소년단 지민이 디올의 글로벌 앰버서더로서 파리 패션 위크를 빛낸 막강한 화제성을 입증했다.소비자 데이터 기업 토크워커의 분석에 따르면 지민(JIMIN)은 파리 패션위크가 진행된 2023년 1월 17일부터 1월 23일까지 언급량 670만 이상, 3570만 이상의 참여를 모았다.이는 같은 기간 내 파리 패션위크 디올쇼 참석 및 디올 브랜드와 관련해 언급된 셀러브리티 중 단연 월등한 1위 언급량을 기록한 것으로 지민의 놀라운 화제성과 글로벌한 인기를 실감케하는 분석 결과이다. 
또한 ‘JIMIN’은 인게이지먼트(관심을 가지고 참여, 행동하는 일련의 과정), 긍정성분석과 마케팅 파워를 알 수 있는 포텐셜 리치 분석에서도 337억의 가장 압도적인 장악력으로 높은 브랜드 가치를 나타냈다. 
지민은 소셜미디어를 통해 가을/겨울 디올 남성 패션쇼 참석에 대한 비교불가의 화제성을 입증, 이는 현장에서도 뜨거웠다.미국 빌보드는 '쇼스토퍼'라는 수식어와 함께 수천명이 몰린 당시 콩코드 광장의 생생한 영상을 소개했으며 앞서 AP통신은 ""기자들이 '디올쇼'와 '왕좌의 게임'의 그웬돌린 크리스티를 버릴 정도로 그에게 압도당한 것처럼 보였다""고 전해 지민의 등장이 최고의 메인 이벤트였음을 알렸다.김순신 텐아시아 기자 soonsin2@tenasia.co.kr
			"
"한섬, 시스템·시스템옴므 파리 <b>패션</b>위크 참가..글로벌 시장 공략","

2023년 F/W 파리 패션위크 참가3년만에 현지에서 단독PT진행전세계 20개국 200여명 패션 바이어 참가자사 브랜드 추가 진출도 검토[이데일리 백주아 기자] 현대백화점(069960)그룹 계열 패션전문기업 한섬(020000)은 ‘2023년 가을·겨울(F/W) 파리 패션위크’에 캐주얼 브랜드 시스템·시스템옴므가 동반 참여한다고 18일 밝혔다. 코로나 팬데믹으로 중단됐던 글로벌 패션위크 오프라인 패션쇼가 재개되면서 3년만에 글로벌 패션 시작 공략에 다시 속도를 낸다는 방침이다. 



한섬 시스템 2023년 가을·겨울(F/W) 파리컬렉션 대표컷. (사진=한섬)한섬은 지난 2019년부터 국내 토종 패션브랜드로는 최초로 한섬의 남녀 패션브랜드가 9회 연속 파리 패션위크에 참가하고 있다.파리 패션위크는 글로벌 4대 패션쇼 중 하나로 해외 유명 패션 브랜드가 모두 참가하는 행사다. 특히 행사 기간 패션 업체들이 전세계 유명 백화점과 패션·유통 바이어들에게 다음 시즌 출시 예정 신제품을 소개하고, 미리 판매하는 글로벌 최대 규모의 ‘프리미엄 패션 마켓’으로 알려져 있다. 한섬은 오는 19일(현지시간 기준) 파리 패션 중심지로 손꼽히는 마레 지구 프랑 부르주아에 위치한 복합예술문화 공간인 ‘3537’에서 시스템·시스템옴므 단독 프레젠테이션을 연다. 오는 21일부터 25일까지 프랑스 마레 지구에 위치한 자사 편집매장 ‘톰 그레이하운드 파리’에서 쇼룸도 운영할 계획이다. 이번 행사에는 20여 개국 200여 명의 패션업계 관계자와 바이어가 참가할 예정이다.한섬 관계자는 “지난 2020년부터 지난해까지 파리 패션위크가 디지털로 진행되다보니 소재와 제품 완성도에 강점이 있는 시스템의 시장 공략에 어려움이 많았다”며 “최근 한국 문화에 대한 글로벌 관심도가 매우 높아져 토종 브랜드인 시스템의 해외 진출 확대에 최적의 시점이라고 판단했다”고 말했다.



한섬 시스템옴므 2023년 가을·겨울(F/W) 파리컬렉션 대표컷. (사진=한섬)한섬은 지난 2019년부터 글로벌 문화 콘텐츠를 접목한 독특한 콘셉트로 프레젠테이션을 진행해왔는데, 올해는 영국 포토그래퍼 에드워드 머이브리지의 생애를 담은 에세이 ‘그림자의 강’에서 영감을 받아 빛과 조명, 그림자의 활용한 런웨이 등을 선보일 예정이다.특히 이번 2023 F/W 프레젠테이션에서는 시스템 브랜드 론칭 32주년을 맞아 ‘브랜드 유산의 재조명(Returning Legacy)’라는 주제로 과거 시스템이 추구해온 모던하고 절제된 디자인 헤리티지를 재해석한 40종의 신제품을 선보인다.앞서 한섬은 지난 2014년부터 글로벌 시장 공략을 위해 다양한 노력을 펼쳐왔다. 2014년 톰 그레이하운드 파리 론칭을 시작으로 시스템 옴므 파리 라파예트 백화점 팝업 스토어 운영 등을 통해 해외 패션 동향과 데이터(DB)를 축적해왔다. 특히 파리 패션의 중심부인 마레지구에 위치한 ‘톰 그레이하운드 파리’ 편집매장을 통해 해외 패션 트렌드를 수집하고 현지 바이어와의 네트워크를 구축하며 유럽을 중심으로 한 해외 패션 시장의 이해도를 높여왔다.2020년에는 시스템의 글로벌 브랜드화를 위해 시스템·시스템옴므의 해외 수출용 제품 개발을 전담하는 ‘글로벌 크레이티브 디렉터(GCD)’ 제도를 도입해 글로벌 전용 컬렉션 ‘시스템 스튜디오’를 별도로 선보이고 있다.여기에 국내 최초로, 시스템·시스템옴므의 모든 의류 디자인 시점을 기존보다 6~8개월 앞당기는 ‘선기획 시스템’도 운영 중이다. 기존 제작 프로세스와 달리, 최소 6개월 이전에 그 다음 시즌 상품 기획을 끝내는 방식으로, 대부분의 해외 유명 패션 브랜드들이 적용하고 있다. 해외 유명 패션 브랜드는 선기획한 의류 제품을 패션쇼에서 선보여 유명 패션 트렌드를 선점하는 한편, 판매에도 나서고 있다. 회사 측은 이를 위해 시스템·시스템옴므의 디자이너 인력을 기존보다 50% 가량 늘려 운영 중이다. 한섬은 매년 파리 패션위크 등을 통해 선보인 시스템 스튜디오 컬렉션 제품을 매년 20여 개국에 홀세일(도매) 형태로 판매하고 있다. 최근에는 프랑스 명품 백화점 ‘라사마리텐(La Samaritaine)’, 글로벌 온라인 패션몰 ‘쎈쓰’ 등 유명 패션 플랫폼과 정기적으로 제품을 공급하는 등 해외 판로를 지속적으로 확대해 나가고 있다.한섬 관계자는 “엔데믹 시대를 맞아 새로운 모멘텀 확보와 중장기적 성장을 위해 글로벌 시장 공략에 적극 나설 계획”이라며 “해외 유명 패션 브랜드와 견주어도 손색없는 ‘K패션’을 선보이기 위해 자사 브랜드의 해외 시장 진출도 추진할 방침”이라고 말했다.

"
방탄소년단 지민 파리 <b>패션</b>위크 디올쇼 670만 언급+3570만 참여 화제성 1위.....,"
 
방탄소년단 지민 파리 패션위크 디올쇼 670만 언급+3570만 참여 화제성 1위..'Showstopper'방탄소년단(BTS) 지민이 디올 글로벌 앰버서더로서 파리 패션 위크를 빛낸 막강한 화제성을 입증했다.소비자 데이터 인텔리전스 기업 토크워커(Talkwalker)의 분석에 따르면, 지민은 파리 패션위크가 진행된 2023년 1월 17일부터 1월 23일(한국 시간)까지 언급량 670만 이상, 3570만 이상의 참여를 모았다.이는 같은 기간 내 파리 패션위크 디올쇼 참석 및 디올 브랜드와 관련해 언급된 셀러브리티 중 단연 월등한 1위 언급량을 기록한 것으로 지민의 놀라운 화제성과 글로벌한 인기를 실감케하는 분석 결과이다. 
방탄소년단 지민 파리 패션위크 디올쇼 670만 언급+3570만 참여 화제성 1위..'Showstopper'또한 'JIMIN'은 인게이지먼트(관심을 가지고 참여, 행동하는 일련의 과정), 긍정성분석과 마케팅 파워를 알 수 있는 포텐셜 리치 분석에서도 337억의 가장 압도적인 장악력으로 높은 브랜드 가치를 나타냈다.지민의 폭발적 화제성에 따른 소셜미디어상의 높은 언급량은 멕시코에서도 확연히 드러났다.멕시코 소셜 트렌드 분석 사이트 'ZeroTwo Analytics'에 따르면 현지 시간으로 1월 20일과 21일 양일간 '#JIMINxDIOR'가 멕시코 트위터 트렌드 최상위에 올랐고 '#JiminAtDiorFashionShow', 'FASHION ICON PARK JIMIN', 'FACE OF DIOR JIMIN'이 트렌딩되어 디올 패션쇼를 빛낸 지민에 대한 높은 관심을 반영했다. 
방탄소년단 지민 파리 패션위크 디올쇼 670만 언급+3570만 참여 화제성 1위..'Showstopper'지민은 소셜미디어를 통해 2023-2024 가을/겨울 디올 남성 패션쇼 참석에 대한 비교불가의 화제성을 입증, 이는 현장에서도 뜨거웠다.미국 빌보드는 '쇼스토퍼'라는 수식어와 함께 수천명이 몰린 당시 콩코드 광장의 생생한 영상을 소개했으며 앞서 AP통신은 ""기자들이 '디올쇼'와 '왕좌의 게임'의 그웬돌린 크리스티를 버릴 정도로 그에게 압도당한 것처럼 보였다""고 전해 지민의 등장이 최고의 메인 이벤트였음을 알렸다. 
방탄소년단 지민 파리 패션위크 디올쇼 670만 언급+3570만 참여 화제성 1위..'Showstopper' 
방탄소년단 지민 파리 패션위크 디올쇼 670만 언급+3570만 참여 화제성 1위..'Showstopper'한편 지민은 '디올'을 주제로 한 구글 트렌드에서도 디올 패션쇼에 참석한 모든 인물 중 유일하게 '관련 검색어'와 '관련 주제' 인기 리스트에 오른 바 있어 글로벌 앰버서더 발탁 후 첫 행보에 높은 화제성으로 계속해서 주목받고 있다.문완식 기자(munwansik@mt.co.kr)
"
"코웰<b>패션</b>, 리오프닝 겨냥해 잡화사업 강화","





코웰패션은 리오프닝을 겨냥해 잡화부문 사업을 한층 확장한다고 27일 밝혔다.코웰패션에 따르면 올겨울 한파로 밀레·이젠벅 브랜드 방한화가 매출 호조를 보이고 있으며, 신세계인터네셔널과 계약해 판매 중인 어그(UGG)도 복고열풍에 힘입어 인기를 끌고 있다.이와 함께 코로나19로 중단했었던 캐리어 사업도 재개한다.아워플레이스, 루디프로젝트 등의 브랜드를 앞세워 캐리어 시장에 진입할 예정이다.코웰패션의 자체 브랜드인 아워플레이스는 유네스코 세계문화유산에 등재된 장소를 제품 디자인에 녹인 것이 특징이다.루디프로젝트는 1985년 이탈리아에서 탄생한 스포츠 아이웨어 전문 브랜드로, 최근 코웰패션과 계약을 맺고 국내 캐리어 시장에 도전한다.코웰패션은 향후 루디프로젝트 캐리어를 비롯해 의류와 신발까지 선보일 계획이다.

"
공존의 미학 ‘보더리스 <b>패션</b>’… 나이-성별의 경계를 넘다[스타일리스트 임승...,"

Fashion



임승희 인덕대 방송뷰티학과 교수·스타일리스트신종 코로나바이러스 감염증(코로나19)을 거치며 자연스레 일과 휴식의 경계가 희미해지고 있습니다. 팬데믹 당시 일과 휴식, 일과 레저를 동시에 즐길 수 있는 원마일 웨어와 애슬레저룩이 인기였는데요. 최근에는 일상으로의 복귀와 함께 중성적이면서 사회적 관습의 경계를 넘어서는 보더리스(BODERLESS)패션이 급부상하고 있습니다.  보더리스는 성과 나이, 국적, 관습 등 모든 경계를 넘어서는 스타일을 의미하는데요. 젠더리스(GENDERLESS) 트렌드의 영향으로 남녀 구분 없이 사이즈만 구분한 스타일의 포멀룩에서 캐주얼룩까지 보더리스패션은 그 영역을 확장 중입니다.  워크웨어 트렌드인 놈코어애슬레저룩은 편안하면서도 포멀한 패션을 선보이고 있고, 중성적인 테일러드룩도 대거 출시되고 있습니다. 언제 어디서나 스타일리시하면서도 기능적인 보더리스패션으로 올겨울 워크웨어와 데일리웨어에 신선한 변화를 시도해 보세요. #보더리스패션 



젠더와 스타일의 경계 없이 사이즈만으로 아이템을 구분하는 보더리스패션은 ‘나다움’을 구현할 수 있는 최선의 아이템이다. 남녀복 경계가 없어 커플의 시밀러룩으로 안성맞춤이다. 오프로드(offroad) 제공이제 쇼핑을 할 때 여성·남성복의 구별이 아닌 스타일별 아이템의 사이즈로 제품을 구매하는 시대가 왔습니다. 보더리스패션은 하이패션과 셀러브리티에 국한되지 않고 젠더와 스타일의 경계 없이 웨어러블하고 위트 있는 디테일 그리고 차별화된 소재를 사용하여 ‘나다움’을 잘 표현해 주는데요. 이런 보더리스패션은 세련된 디자인과 나이를 구분하지 않는 넉넉한 패턴으로 차별 없는 스타일을 선사하며, 커플끼리 맞춰 입을 수 있는 시밀러룩으로도 제격입니다. 한편 보더리스패션은 스마트한 디자인의 워크웨어뿐 아니라 도시와 자연이 공존하는 스타일리시한 트레블룩에서도 강세인데요. 공간에 대한 차별과 경계를 허물고 언제 어디서나 내 취향에 맞는 보더리스패션을 시도해 보는 건 어떨까요?#놈코어애슬레저룩 



놈코어애슬레저룩은 편안한 스타일을 트렌디한 것으로 여기는 놈코어룩과 애슬레저룩의 결합을 의미한다. 팬데믹을 거치며 유연해진 근무  환경 변화에 맞는 건강한 패션이 주목을 받는 가운데 편안하면서도 여러 기능을 가지고 있는 놈코어애슬레저룩이 인기를 끌고 있다. 이자벨 마랑 에뚜왈 제공놈코어애슬레저룩은 노멀하고 평범하지만 시선을 강탈하는 놈코어와 휴식과 일상을 오가는 라이프 스타일을 담은 애슬레저의 만남입니다. 활동성이 좋은 기능성 소재와 멀티 기능이 가능한 아이템이 결합할 때 모던하고 세련된 놈코어애슬레저룩이 완성됩니다. 유연해지고 있는 근무 환경 변화에 맞춰 건강과 힐링에 관심이 집중되고 있는데요. 새해를 맞이하면서 굳은 결심으로 운동을 결심하신 분들, 이제 패션에도 여러분의 굳은 결심을 담아 놈코어애슬레저룩에 도전해 보세요. #젠더테일러드룩 



성별의 차별과 편견없는 젠더테일러드룩은 컬러와 패턴, 디테일에 상관없이 패션을 즐길 수 있는 트렌드다. 경계가 없으면서도 동시에 품격을 챙길 수 있는 아이템들이다. 문선 제공젠더리스와 앤드로지너스의 트렌드가 이어지며 성별의 차별과 편견 없이 자신의 개성을 돋보이게 하는 젠더테일러드룩이 대세로 떠오르고 있는데요. 컬러와 패턴, 디테일 그 어디에도 고정관념 없이 패션을 즐길 수 있는 것이 특징입니다. 젠더의 경계를 넘어 하나로 연결된 격식 있는 젠더테일러드룩. 이번 시즌 남자친구와 쇼핑을 계획 중이시라면 한 브랜드에서 같은 아이템을 만나보시는 건 어떠세요. 동시적 감각을 더한 스타일리시한 보더리스패션을 마주하게 되실 거예요.#유틸리티룩 



기능성과 실용성을 강조한 유틸리티룩은 2023년 상반기 패션업계에서 주목받는 패션 트렌드다. 도심 속 자연과 도시의 감각을 한 옷에 담아내는 유틸리티룩에는 젠더와 스타일의 경계가 무의미하다. 오씨씨(OCC) 제공2023 SS 런웨이를 뜨겁게 달구었던 기능성과 실용성을 강조한 포켓 파워 유틸리티룩이 보더리스패션과 함께 트렌드로 자리 잡고 있습니다. 도심 속의 자연과 공존하면서 세련된 감각과 편안함, 최상의 소재와 디자인을 접목시켜 젠더와 스타일의 경계를 허물었습니다. 아웃도어 감성과 활동적이고 역동적인 유틸리티 워크웨어는 넉넉한 실루엣을 가지고 있고 다양한 레이어링 연출도 자유롭습니다. 자연의 감성을 담은 세련된 디자인을 통한 크로스오버 아웃도어 유틸리티룩으로 스트레스 없는 일상을 맞이해 보세요. 패션의 경계를 허무는 보더리스패션의 강세는 한동안 지속될 것으로 보이는데요. 성 편향적인 기존의 패션 틀을 넘어 나를 나답게 나만의 방식으로 표현하고 있습니다. 왜곡된 시선이 아닌 따뜻한 시선으로 남녀노소 누구나 웨어러블하게 수평적이고 감각적인 패션을 즐겨보시는건 어떠신지요. 경계를 넘어서는 보더리스패션의 새로운 도전을 응원합니다. 

"
[포토]펭수 &apos;황제펭귄의 12월 <b>겨울패션</b>은?!&apos;,"
 
[스포티비뉴스=박성기 기자] 펭수가 서울시 삼성동 스타필드 코엑스몰의 '펭수 팝업스토어'에서 진행된 '펭사인회'에서 포즈를 취하고 있다.펭수는 2019년부터 EBS에서 제작한 유튜브 채널 '자이언트 펭TV'(연출 임문식 이영현 성승민 강샘이)의 마스코트 캐릭터로, EBS 연습생이자 유튜브 크리에이터다. 유튜브 업로드 시간은 매주 금요일 오후 8시. 한편 '펭수 팝업스토어'는 지난 22일부터 다음 달 2일까지 스타필드 하남점에서, 다음 달 12일부터 25일까지 스타필드 고양점에서 진행된다. 
 
 
 

"
"삼성물산 <b>패션</b>부문, <b>겨울</b>쇼핑 시즌 맞아 &apos;SSF 데이&apos; 개최","

오는 30일까지 매일 특별 혜택 제공



삼성물산 패션부문의 SSF샵이 겨울 쇼핑 시즌을 맞아 오는 30일까지 매일 특별한 혜택을 제공하는 'SSF 데이'를 개최한다고 9일 밝혔다. /더팩트 DB삼성물산 패션부문의 SSF샵이 겨울 쇼핑 시즌을 맞아 오는 30일까지 매일 특별한 혜택을 제공하는 'SSF 데이'를 개최한다고 9일 밝혔다.구체적으로는 △30일까지 최대 50% 할인 쿠폰과 100만 코인을 지급하는 100% 당첨 랜덤 혜택 이벤트 △13일까지 갖고싶은 22FW 인기 상품을 담으면 최대 100만 코인을 지급하는 위시리스트 이벤트 △14일부터 20일까지 매일 오전 10시, 메종키츠네 등 주요 브랜드가 참여하는 핫딜 위크 △14일부터 20일까지 띠어리, 아미, 르메르 등의 인기 브랜드 아우터를 만원에 구매할 수 있는 래플 이벤트 △21일부터 30일까지 22FW 인기 상품에 추가 할인 혜택을 제공하는 투게더 위크 △21일부터 27일까지 기존 아울렛 인기 상품에 적용 가능한 최대 50만원 할인 쿠폰을 지급하는 아울렛 슈퍼위크 등을 진행한다.김정선 온라인마케팅 팀장은 ""SSF샵은 고객들이 실속있는 쇼핑으로 올겨울을 따뜻하게 날 수 있도록 11월 매일 특별한 혜택을 제공하는 ‘SSF 데이’를 준비했다""며 ""핫한 브랜드와 아이템, 흥미로운 콘텐츠, 편리한 서비스, 풍성한 프로모션을 통해 SSF샵에서 즐거운 쇼핑을 경험하기 바란다""고 말했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write

"
"해외매체 &quot;방탄소년단(BTS) 제이홉, 파리 <b>패션</b>위크 하이라이트…에펠탑도 인기...","
 
(엑스포츠뉴스 이정범 기자) 방탄소년단(BTS) 제이홉(j-hope)의 파리 패션위크 참석에 대한 해외 매체의 극찬이 쏟아졌다.제이홉은 지난주 글로벌 명품 브랜드 루이비통, 디올, 에르메스 패션쇼에 초청돼 행사를 관람했다. 제이홉은 각 브랜드의 의상을 전문 모델 못지않게 소화해 현지 수천 팬들의 열광은 물론 세계적인 인기를 끌어냈다. 해외 언론의 반응도 뜨거웠다.영국의 '브리티시 보그'는 ""제이홉은 이제 패션위크의 MVP"" 제목의 기사에서 ""블랙핑크의 제니, 리사, 지수, 로제가 파리 패션위크의 단골이 된다면, 남성복 컬렉션에도 K-팝 스타더스트(stardust)가 포함되는 것이 공평하다. 누가 제이홉보다 더 주도권을 잡을 수 있겠는가?""라고 말했다.'보그 이탈리아'는 ""제이홉이 디올 패션쇼에 참석했다. 팬들의 함성은 패션위크의 절대 주인 K-Pop을 다시 한번 확인시켰다""라고 언급했다. '스타일 매거진 이탈리아'는 에르메스 패션쇼 소식을 전하며 ""제이홉 덕분에 런웨이뿐만 아니라 밖에서도 패션쇼는 눈길을 끌었고 열광적인 인파가 이어졌다""라고 현지 인기를 전했다. 
미국의 '엔터테인먼트 투나잇'과 뉴스 매거진 'E! News'도 제이홉의 디올 패션쇼 참석 영상을 게재하며 ""패션위크의 MVP"", ""누가 제이홉이 이렇게 멋져 보이도록 허락했나요?""라고 극찬했다.미국의 보그 매거진은 제이홉의 디올 패션쇼 참석 사진을 게재하며 파리 패션위크 남성 컬렉션의 '베스트 드레서 게스트' 중 한 명으로 꼽았다. 'GOSSIP CHIMP'는 ""제이홉이 에르메스 런웨이쇼에 참석함으로써 파리 패션위크의 궁극의 VIP임을 입증했다""라고 말했다.할리우드의 'Just Jared. jr'은 ""에르메스 쇼의 제이홉이 파리 패션위크를 압도했다""라는 제목으로 뉴스를 보도했다. 패션 매거진 'FASHION TO MAX'는 ""제이홉이 파리에 나타나자 에펠탑이 그 인기를 잃었다""라고 표현했다.인도의 'IWMBUZZ'는 ""제이홉이 2023 남성 가을-겨울 패션쇼의 하이라이트가 됐다""라는 기사를 내고 활약상을 보도했다.그리스의 'HuffPostGreece'는 ""한국 그룹 BTS의 래퍼이자 싱어송라이터 제이홉을 보기 위해 디올 쇼 외부에 가장 많은 팬들이 등장했다""라며 현장 분위기를 전했다.홍콩의 '마담 피가로 홍콩'은 ""제이홉이 새로운 세대의 패션 아이콘으로 등극할지 모른다""라며 제이홉의 파급력 언급했다.사진 = 제이홉 인스타그램, 브리티시보그 홈페이지, 패션투맥스 틱톡
			"
"유럽, 올<b>겨울 패션</b> 아이템 &apos;터틀넥&apos;","

마크롱 佛 대통령 터틀넥 메시지…에너지 절약 독려러시아 천연가스 위협에 중국으로 터틀넥 주문 쇄도 유럽 올겨울 패션 아이템 '터틀넥' 스웨터지난 3일(현지시간) 에마뉘엘 마크롱 프랑스 대통령은 대국민 영상 연설을 하는 자리에 넥타이 정장이 아닌 터틀넥을 입고 등장했다. 터틀넥은 목 전체를 감싸주는 옷이다. 이날 우마로 시스코 엠발로 기니비사우 대통령을 환영하는 외교 행사에서도 마크롱 대통령은 터틀넥 스웨터를 입었다.



[이미지출처=AP연합뉴스]동방재부망과 상관신문 등 중국 매체들은 마크롱 대통령의 터틀넥 패션이 화제가 되고 있다고 보도했다. 그의 패션에는 에너지 소비를 줄여야 한다는 대국민 메시지가 담겨 있다고 전했다.프랑스 정부는 올겨울 실내 온도가 19도 아래로 떨어질 때만 난방을 할 것을 권고하고 있다. 러시아의 천연가스 공급 중단 위협 등으로 유럽은 올겨울 추위와 전쟁을 해야 할 상황이다.동방재부망은 프랑스 대통령이 터틀넥을 입고 등장한 이후 터틀넥이 전기담요 등 난방용품에 버금가는 유럽의 겨울 월동용품이 됐다고 밝혔다. 그러면서 유럽에서 터틀넥 등 겨울용 의류 주문이 중국으로 밀려오고 있다고 부연했다.중국 푸젠성 샤먼에 위치한 무역회사 한 관계자는 ""최근 회사 인터넷 홈페이지의 터틀넥 스웨터 검색량이 13배나 늘었다""면서 유럽에서 터틀넥 스웨터와 방한용 의류 주문이 많이 증가했다""라고 말했다. 이 관계자는 지난 4월 샘플 주문을 받았고 지난 5월부터 공장 근로자들이 야근하고 있다면서 주문에서 생산, 운송까지 2∼3개월이 걸리는 만큼 지금 주문하면 늦었다고 덧붙였다.광둥성 둥관 소재 무역회사 관계자는 ""올해 유럽 고객의 주문량이 지난해의 2/3 정도에 불과했는데 최근 갑자기 주문이 많이 증가했다""면서 ""터틀넥 이외에 방한용 신발과 두꺼운 외투도 주문이 급증했다""라고 말했다.유럽의 방한용 의류 주문은 통계에서도 확인된다. 중국 전자상거래 플랫폼 알리익스프레스에 따르면 이달 들어 유럽의 보온 속옷 주문은 전월 대비 246% 증가했다. 유럽 국가 가운데 프랑스가 372%로 가장 높은 증가율을 보였으며, 이탈리아(365%)와 독일(362%)로 뒤를 이었다.알리익스프레스 측은 중국 최대 쇼핑 기간인 광군제(11월 11일) 기간중 방한용 의류와 전기 난로, 전기 온수 매트 등 난방용품이 가장 인기가 많은 품목이 될 것이라고 전망했다.겨울용 의류 이외 보온병도 이달 전월 대비 300%나 판매가 급증하는 등 유럽의 천연가스 부족에 따른 에너지 위기로 중국 겨울용 제품을 생산하는 업체들이 호황을 누리고 있다.

"
"BTS 지민, 디올 <b>패션</b>쇼서 로버트 패틴슨·베컴과 나란히...‘월클’ 입증","
 
 지민, 로버트 패틴슨. 사진| 지민 SNS그룹 방탄소년단(BTS) 지민이 디올 패션쇼에 참석해 배우 로버트 패틴슨, 전 축구선수 데이비드 베컴을 만났다.지민은 최근 자신의 인스타그램에 지난 20일(현지시간) 프랑스 파리에서 열린 2023-2024 가을/겨울 디올 옴므 패션쇼에 참석한 사진 여러 장을 게재했다.공개된 사진에는 디올 패션쇼에서 할리우드 스타 로버트 패틴슨과 나란히 서서 포즈를 취하고 있는 지민의 모습이 담겼다. 지민은 브라운 터틀넥에 그레이 슈트를 깔끔하게 세련되게 차려 입었고, 로버트 패틴슨은 브라운 털점퍼로 캐주얼한 멋을 냈다. 
 데이비드 베컴, 지민, 킴존스(왼쪽부터). 사진| 지민 SNS또다른 사진에서는 축구 스타 데이비드 베컴, 디올 옴므 아트 디렉터인 킴존스와 함께 사진을 찍는 지민의 모습을 확인할 수 있다.로버트 패틴슨은 영화 ‘트와일라잇’ 시리즈로 이름을 알렸으며 데이비드 베컴은 영국 축구 국가대표 출신 스타다.지민은 지난 17일 디올의 공식 글로벌 앰버서더로 선정됐다. 지민은 파리에서 진행된 디올 패션위크에 참석한 뒤 23일 귀국했다.한편 지민은 지난 13일 빅뱅 멤버 태양이 발매한 싱글 앨범 ‘바이브’에 피처링과 공동 작곡으로 참여해 화제가 된 바 있다.
"
